text,star,app_id,reviewDate
Outstanding app,5,com.yahoo.mobile.client.android.mail,18/03/21
"This app is extraordinary and very very helpful for daily day today life Sending group messages, informations, urgent and immediate details and very handy app for all ages and all times",5,com.yahoo.mobile.client.android.mail,18/03/21
Very good,5,com.yahoo.mobile.client.android.mail,18/03/21
Seems to have fewer glitches now,4,com.yahoo.mobile.client.android.mail,18/03/21
Useless,1,com.yahoo.mobile.client.android.mail,18/03/21
Amazing and win 🏆👏,5,com.yahoo.mobile.client.android.mail,18/03/21
Totoka,5,com.yahoo.mobile.client.android.mail,18/03/21
Very reliable,5,com.yahoo.mobile.client.android.mail,18/03/21
Ad buttons are none responsive,1,com.yahoo.mobile.client.android.mail,18/03/21
Ok,3,com.yahoo.mobile.client.android.mail,18/03/21
Smooth,5,com.yahoo.mobile.client.android.mail,18/03/21
I enjoy all that yahoo has to offer,5,com.yahoo.mobile.client.android.mail,18/03/21
"You have Fixed Contacts save System, instead of Contacts List save as per our customised matched.",4,com.yahoo.mobile.client.android.mail,18/03/21
Good then before though Improving slowly...,4,com.yahoo.mobile.client.android.mail,18/03/21
Great tool to keep in touch with individuals and businesses,5,com.yahoo.mobile.client.android.mail,18/03/21
Not for me.. too many ads. its distracts me too much. I forget why I opened my emails in the first place 😐,3,com.yahoo.mobile.client.android.mail,18/03/21
Highly appropriate and useful.,5,com.yahoo.mobile.client.android.mail,18/03/21
"Your app keeps crapping out, I have to keep checking my emails constantly for new emails. The icon notifications will randomly show that I have emails. I can't open up my sent out email box. It keeps kicking me out of the app completely every time. I've uninstalled the app several times to refresh the app, I've cleaned out the caches several times. What is going on with this app?",1,com.yahoo.mobile.client.android.mail,18/03/21
Great App!,5,com.yahoo.mobile.client.android.mail,18/03/21
Good,5,com.yahoo.mobile.client.android.mail,18/03/21
"I'm sick of it asking me to review it when I reviewed it years ago. Also, I now need a VPN to properly read my emails in China 😔",4,com.yahoo.mobile.client.android.mail,18/03/21
"I Love using yahoo mail. It's always been fun, convienient, and robust to use.",5,com.yahoo.mobile.client.android.mail,18/03/21
Gives me the ease of use I like and allows me to have another email address to use for various outlets.,5,com.yahoo.mobile.client.android.mail,18/03/21
Very usefull,5,com.yahoo.mobile.client.android.mail,18/03/21
Very useful.,5,com.yahoo.mobile.client.android.mail,18/03/21
Awsome,5,com.yahoo.mobile.client.android.mail,18/03/21
bugs all the time. I constantly have to open the app from the app store.,1,com.yahoo.mobile.client.android.mail,18/03/21
Ive been with yahoo since early 2000. Loyal to yahoo,5,com.yahoo.mobile.client.android.mail,18/03/21
Been using it since 2006. Never a problem.,5,com.yahoo.mobile.client.android.mail,18/03/21
Good,5,com.yahoo.mobile.client.android.mail,18/03/21
This app has really approved and works very well.,4,com.yahoo.mobile.client.android.mail,18/03/21
Perfect app! 🌟,5,com.yahoo.mobile.client.android.mail,18/03/21
Enjoy keeping up with the mail,4,com.yahoo.mobile.client.android.mail,18/03/21
Very good,5,com.yahoo.mobile.client.android.mail,18/03/21
No me gusta,2,com.yahoo.mobile.client.android.mail,18/03/21
Works great,5,com.yahoo.mobile.client.android.mail,18/03/21
Great,5,com.psafe.msuite,18/03/21
I have no complaints as of yet..,5,com.psafe.msuite,18/03/21
Great as always,5,com.psafe.msuite,18/03/21
You are REALLY TRULY REAL TRUE WORDS ARE AAAAAAAAAWWWWEEEEEESOME AND COOOOOOOOOOOL AND RIGHT THERE IF SOMETHING IS WRONG,5,com.psafe.msuite,18/03/21
তথছ,5,com.psafe.msuite,18/03/21
Waist of time,1,com.psafe.msuite,18/03/21
Keeps alook out at all times,4,com.psafe.msuite,18/03/21
Nice app,5,com.psafe.msuite,18/03/21
Christlife123!,5,com.psafe.msuite,18/03/21
I love it it's doing it's job,5,com.psafe.msuite,18/03/21
Ok,5,com.psafe.msuite,18/03/21
Good,5,com.psafe.msuite,18/03/21
Works,5,com.psafe.msuite,18/03/21
"It's unobtrusive, but when it detects a problem, I can decide what I need to do to fix it. It is extremely helpful.",5,com.psafe.msuite,17/03/21
Keeps me from daining my battery and getting rid of unnecessary apps.keeps my phone safe,5,com.psafe.msuite,17/03/21
Great,5,com.psafe.msuite,17/03/21
Good,5,com.psafe.msuite,17/03/21
I like the apps it works and it's quick to get things done and no problems!!,4,com.psafe.msuite,17/03/21
It's been good.,5,com.psafe.msuite,17/03/21
Good,5,com.psafe.msuite,17/03/21
This is very satisfying ft.slayypoint,5,com.halfbrick.fruitninjafree,18/03/21
Chinna,2,com.halfbrick.fruitninjafree,18/03/21
That is so fun and can get so much fun,5,com.halfbrick.fruitninjafree,18/03/21
Too good,4,com.halfbrick.fruitninjafree,18/03/21
Good,5,com.halfbrick.fruitninjafree,18/03/21
maganda,5,com.halfbrick.fruitninjafree,18/03/21
Amazing :-\👌🔥,5,com.halfbrick.fruitninjafree,18/03/21
Super game,5,com.halfbrick.fruitninjafree,18/03/21
Very Butiful good game,5,com.halfbrick.fruitninjafree,18/03/21
Super,5,com.halfbrick.fruitninjafree,18/03/21
Nice superb,5,com.halfbrick.fruitninjafree,18/03/21
Bro i am from thoothukudi good game yaah!!,5,com.halfbrick.fruitninjafree,18/03/21
Nice game but it can be improved,4,com.halfbrick.fruitninjafree,18/03/21
Good game,5,com.halfbrick.fruitninjafree,18/03/21
😢👩‍🍳,5,com.halfbrick.fruitninjafree,18/03/21
I remember this game when I was 6 years old and it was amazing 🎮,5,com.halfbrick.fruitninjafree,18/03/21
Not downloadin fast That's all,1,com.halfbrick.fruitninjafree,18/03/21
I like the game,5,com.halfbrick.fruitninjafree,18/03/21
It took to long to load and when it loaded the game was so bad I realised theirs a 2nd version of this but that also sucks this is one of the worst game and I uninstalled it.,1,com.halfbrick.fruitninjafree,18/03/21
Dogwater,1,com.halfbrick.fruitninjafree,18/03/21
This game is so amazing,1,com.halfbrick.fruitninjafree,18/03/21
so very cute,5,com.halfbrick.fruitninjafree,18/03/21
Nice app,5,com.halfbrick.fruitninjafree,18/03/21
If half brick studios reply to this comment with we are sorry they are g&y,1,com.halfbrick.fruitninjafree,18/03/21
LOVE THIS GAME,5,com.halfbrick.fruitninjafree,18/03/21
Hiii the best way Gauges 😝😝😝😝😝😝😝😝😝😝😝,3,com.halfbrick.fruitninjafree,18/03/21
Good,5,com.halfbrick.fruitninjafree,18/03/21
Hatdog,5,com.halfbrick.fruitninjafree,18/03/21
One of the best games of all time,5,com.halfbrick.fruitninjafree,18/03/21
AR..😮😊,4,com.halfbrick.fruitninjafree,18/03/21
"This game is not responding at all and my phone is hang and it started to become flickering because of this game.when i uninstall this game,my phone back to normal .This is the reason for giving 1 star.(my phone is samsung galaxy J7)",1,com.halfbrick.fruitninjafree,18/03/21
Like the upgrades and missions,4,com.halfbrick.fruitninjafree,18/03/21
"I can't install the game, it won't let me.",1,com.halfbrick.fruitninjafree,18/03/21
always liked this game,4,com.halfbrick.fruitninjafree,18/03/21
It is a really good game a bit better than the old one,5,com.halfbrick.fruitninjafree,17/03/21
So cool am game,5,com.halfbrick.fruitninjafree,17/03/21
Very addictive and super fun,5,com.halfbrick.fruitninjafree,17/03/21
Very nice game I'm like to this game thank you realize this game I'm not like game but now this the first time l like this game my name is akib l thank for you please send me the all game,5,com.halfbrick.fruitninjafree,17/03/21
Идите на улицу и знакомьтесь. Не в коем случае не платите за данное приложение!,1,com.badoo.mobile,18/03/21
Good,4,com.badoo.mobile,18/03/21
Fake app it has blocked my account three different times when it doesn't go against the regulations i am very pissed about it i have contacted you guys with an email and you don't seem to get back to me so I'm uninstalling it you guys are fake,1,com.badoo.mobile,18/03/21
Great app,5,com.badoo.mobile,18/03/21
"Seriously, what's the point in putting filters on when they get taken off after about 2 swipes!!!",2,com.badoo.mobile,18/03/21
Simply give user yellow card warning or account being blocked without any justification! Any false report will simply lead to other peoples account closed what the hell app is this!!,1,com.badoo.mobile,18/03/21
Bad app,1,com.badoo.mobile,18/03/21
"So far better and a good app, need to add video group messaging and share any important news with us.",5,com.badoo.mobile,18/03/21
So so app only.,3,com.badoo.mobile,18/03/21
Cool and nice i actually met my wife there,5,com.badoo.mobile,18/03/21
"Hello. As a girl and a valid user of this platform, I am unhappy with your customer support deciding to PERMA ban my account based on one small community guideline breach, that was NOT expected, at all. See, since you advertise Instagram links on your platform, it came to my mind that I could just POST a small Twitch link in my bio. However, you guys said that that is such a HUGE community guideline BREACH that you just can't unban my account, and your front support desk THREATENED ME that if I even make another account with another PHONE NUMBER I will get banned again. Does this sound valid to you? I've used thousands of apps, and none of them had such harsh penalties for one small guideline breach, rather they would just inform you that you can't post links there. First, you did not make it clear at all, and second you're perma banning people just because of their lack of knowledge. I just want to say that any normal user like me would never bother reading guidelines, to say the least, and second, if you've just informed me that I've breached the ToS, I would never do it again. That's how Instagram works. They warn their users, because they CARE about their user's lives. You clearly DO NOT CARE because all you're in for is the money and treating people like TRASH. Now, since I am a Business woman myself, I will suggest your management team investigates this, since I believe this mistake was probably your POOR support desk's work, but if noone sends this matter to your management, I would be happy to find it myself, and have a little talk. :) Thanks!",1,com.badoo.mobile,18/03/21
None yet,5,com.badoo.mobile,18/03/21
Im 74 dont give out. Card. For prove of age,2,com.badoo.mobile,18/03/21
"Always smiling and laughing, fannies and jokes",5,com.badoo.mobile,18/03/21
Payment for credit is better with airtime,3,com.badoo.mobile,18/03/21
"You really shouldn't let MEN pose as women, I'm tired of searching through the swipe options and seeing dudes with full on beards, idc if that's what they identify as, I shouldn't have to see it if I don't want to.",1,com.badoo.mobile,18/03/21
I like this app but I don't agree with having to pay for people that like you and there ghosted out.,3,com.badoo.mobile,18/03/21
Good so far hoping it gets better soon,5,com.badoo.mobile,18/03/21
good,4,com.badoo.mobile,18/03/21
"if you pay for a one day pass they will charge you everyday without your consent, be very carefull with their services",1,com.badoo.mobile,18/03/21
I love this app if you're popular basically everything is free,5,com.badoo.mobile,18/03/21
"Why has my account been blocked, yet am over 18,so far am not practising any commercial activities you guys are unfair",1,com.badoo.mobile,18/03/21
"My account has been blocked. I don’t know why I was just trying to get friends, hoping to get my account back. I taxted you in email",5,com.badoo.mobile,18/03/21
Well,5,com.badoo.mobile,18/03/21
excellent,5,com.badoo.mobile,18/03/21
"They will steal 65$ dollars from you too.. Not a free app. Mantly troll girls also, soliciting webcam & more.. junk",1,com.badoo.mobile,18/03/21
Good,5,com.badoo.mobile,18/03/21
Guys are upgraded my app yesterday for one day and I cancelled but you keep getting my money why please stop cashing my money,1,com.badoo.mobile,18/03/21
4 Year are Goo,3,com.badoo.mobile,18/03/21
It's good ✌️,5,com.badoo.mobile,18/03/21
Nice,5,com.badoo.mobile,18/03/21
"Отличное нововведение со статусом прочтения. И однажды узнал, как знакомой дали пожизненный премиум вообще ни за что.",1,com.badoo.mobile,18/03/21
والله للصراحة تطبيق حلو وحقيقي لكن دفع المصاري ليش؟؟؟,5,com.badoo.mobile,18/03/21
Cool,3,com.badoo.mobile,18/03/21
جميل,5,com.badoo.mobile,18/03/21
perfect,5,com.badoo.mobile,18/03/21
"Just when I was getting to meet people and make friends then wow I account was blocked for violating rules ,which I know very well that I did not do not pleased with this please fix it",1,com.badoo.mobile,18/03/21
Excellent,4,com.badoo.mobile,18/03/21
Some things are expensive but good app,4,com.badoo.mobile,18/03/21
Error.. network unavailablr,1,com.badoo.mobile,18/03/21
It's brilliant i wonder if you could my account a few years ago i payed 59 99 yet for some reason you i do not have everything i thought it was for life so sorry for asking this thank you.,5,com.badoo.mobile,18/03/21
"I have been restricted from logging into my account, why?",3,com.badoo.mobile,18/03/21
This app is a very good app all you need to do is to follow the rules and enjoy the app,5,com.badoo.mobile,18/03/21
"Extreme shortage of quality women. Like extremely endangered species shortage. Filter system is lame. Can't choose ethnicity or if they have kids or not, so all I'm seeing are single moms who don't speak English. For some reason, it also resets after a couple of swipes. Very frustrating and a WASTE OF MONEY.",1,com.badoo.mobile,18/03/21
